onset	duration	sub	run_num	set	run_cond	stim_file_name	trial_num	type	block	img_cat	go_stim	signal	reqSSD	correct	response	response_time	trueSSD
64.3	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.8	0.7	sub-002	1	F	toy	go2_sweet5.jpeg	13	fMRI	1	sweet	2	0	0	4	2	0.71	0
65.5	0.3	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
65.8	2.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.3	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.8	0.1	sub-002	1	F	toy	go1_sweet3.jpeg	14	fMRI	1	sweet	1	1	50	3	2	0.746	52
68.9	1	sub-002	1	F	toy	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.9	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.4	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.9	0.8	sub-002	1	F	toy	go1_sweet3.jpeg	15	fMRI	1	sweet	1	0	0	4	1	0.813	0
71.7	0.2	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.9	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
72.4	0.6	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73	0.7	sub-002	1	F	toy	go1_sweet5.jpeg	16	fMRI	1	sweet	1	0	0	4	1	0.767	0
73.7	0.3	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.5	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75	0.9	sub-002	1	F	toy	go2_sweet1.jpeg	17	fMRI	1	sweet	2	0	0	4	2	0.883	0
75.9	0.1	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
76	2.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
78.6	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.1	0.4	sub-002	1	F	toy	go1_sweet5.jpeg	18	fMRI	1	sweet	1	0	0	4	1	0.441	0
79.5	0.6	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
80.1	4.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.6	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.1	0.8	sub-002	1	F	toy	go1_sweet2.jpeg	19	fMRI	1	sweet	1	0	0	4	1	0.694	0
85.9	0.3	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.2	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.7	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
87.2	0.6	sub-002	1	F	toy	go1_sweet4.jpeg	20	fMRI	1	sweet	1	0	0	4	1	0.617	0
87.8	0.4	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.2	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.7	0.6	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
89.3	0.5	sub-002	1	F	toy	go1_sweet3.jpeg	21	fMRI	1	sweet	1	0	0	4	1	0.533	0
89.8	0.5	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.3	4.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
94.8	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
95.3	0.6	sub-002	1	F	toy	go2_sweet6.jpeg	22	fMRI	1	sweet	2	0	0	4	2	0.6	0
95.9	0.4	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.3	0.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.9	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
97.4	0.6	sub-002	1	F	toy	go1_sweet1.jpeg	23	fMRI	1	sweet	1	0	0	4	1	0.627	0
98	0.4	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
98.4	2.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
100.9	0.6	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
101.5	0.6	sub-002	1	F	toy	go2_sweet2.jpeg	24	fMRI	1	sweet	2	0	0	4	2	0.599	0
102.1	0.4	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
102.5	2.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
105	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
105.5	0.6	sub-002	1	F	toy	go2_sweet6.jpeg	25	fMRI	1	sweet	2	0	0	4	2	0.618	0
106.1	0.4	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
106.5	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
107	0.6	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
107.6	0.5	sub-002	1	F	toy	go1_sweet4.jpeg	26	fMRI	1	sweet	1	0	0	4	1	0.541	0
108.1	0.5	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
108.6	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.1	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.6	0.1	sub-002	1	F	toy	go1_sweet1.jpeg	27	fMRI	1	sweet	1	1	50	4	0	n/a	53
109.7	0.9	sub-002	1	F	toy	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
110.6	2.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113.2	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113.7	0.5	sub-002	1	F	toy	go2_sweet5.jpeg	28	fMRI	1	sweet	2	0	0	4	2	0.49	0
114.2	0.5	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114.7	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.2	0.6	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.8	0.1	sub-002	1	F	toy	go2_sweet6.jpeg	29	fMRI	1	sweet	2	1	100	3	2	0.475	103
115.9	0.9	sub-002	1	F	toy	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.8	2.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
119.3	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
119.8	0.5	sub-002	1	F	toy	go2_sweet2.jpeg	30	fMRI	1	sweet	2	0	0	2	1	0.487	0
120.3	0.5	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
120.8	0.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.4	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.9	0	sub-002	1	F	toy	go2_sweet3.jpeg	31	fMRI	1	sweet	2	1	50	4	0	n/a	53
121.9	1	sub-002	1	F	toy	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
122.9	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
123.4	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
123.9	0.6	sub-002	1	F	toy	go1_sweet1.jpeg	32	fMRI	1	sweet	1	0	0	4	1	0.543	0
124.5	0.4	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
124.9	0.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
125.5	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
126	0.7	sub-002	1	F	toy	go2_sweet1.jpeg	33	fMRI	1	sweet	2	0	0	4	2	0.65	0
126.7	0.3	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.5	0.6	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
128.1	0.5	sub-002	1	F	toy	go2_sweet3.jpeg	34	fMRI	1	sweet	2	0	0	4	2	0.543	0
128.6	0.5	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
129.1	2.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
131.6	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
132.1	0.4	sub-002	1	F	toy	go1_sweet4.jpeg	35	fMRI	1	sweet	1	0	0	2	2	0.367	0
132.5	0.6	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133.1	2.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
135.7	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
136.2	0.4	sub-002	1	F	toy	go1_sweet2.jpeg	36	fMRI	1	sweet	1	0	0	4	1	0.411	0
136.6	0.6	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
137.2	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
137.7	10.1	sub-002	1	F	toy	fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
147.8	2.2	sub-002	1	F	toy	c2_instruct	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
150	15.9	sub-002	1	F	toy	setF_toy1.mp4	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
165.9	10	sub-002	1	F	toy	fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
175.9	2.2	sub-002	1	F	toy	sst_instruct	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
178.1	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
178.6	0.7	sub-002	1	F	toy	go1_savory1.jpeg	37	fMRI	2	savory	1	0	0	4	1	0.712	0
179.3	0.3	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
179.6	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
180.1	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
180.6	0.7	sub-002	1	F	toy	go1_savory2.jpeg	38	fMRI	2	savory	1	0	0	4	1	0.68	0
181.3	0.3	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181.6	0.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
182.2	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
182.7	0.5	sub-002	1	F	toy	go1_savory1.jpeg	39	fMRI	2	savory	1	0	0	4	1	0.489	0
183.2	0.5	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
183.7	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
184.2	0.6	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
184.8	0.5	sub-002	1	F	toy	go1_savory1.jpeg	40	fMRI	2	savory	1	0	0	4	1	0.571	0
185.3	0.5	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
185.8	4.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
190.3	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
190.8	0.7	sub-002	1	F	toy	go2_savory4.jpeg	41	fMRI	2	savory	2	0	0	2	1	0.632	0
191.5	0.3	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
191.8	2.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
194.4	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
194.9	0.5	sub-002	1	F	toy	go1_savory4.jpeg	42	fMRI	2	savory	1	0	0	4	1	0.497	0
195.4	0.5	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
195.9	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
196.4	0.6	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
197	0.7	sub-002	1	F	toy	go1_savory3.jpeg	43	fMRI	2	savory	1	0	0	4	1	0.757	0
197.7	0.3	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
198	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
198.5	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
199	0.1	sub-002	1	F	toy	go2_savory2.jpeg	44	fMRI	2	savory	2	1	100	4	0	n/a	104
199.1	0.9	sub-002	1	F	toy	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
200	0.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
200.6	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
201.1	0.5	sub-002	1	F	toy	go2_savory4.jpeg	45	fMRI	2	savory	2	0	0	4	2	0.543	0
201.6	0.5	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
202.1	2.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
204.6	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
205.1	0.7	sub-002	1	F	toy	go2_savory3.jpeg	46	fMRI	2	savory	2	0	0	4	2	0.661	0
205.8	0.3	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
206.1	0.6	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
206.7	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
207.2	0.8	sub-002	1	F	toy	go2_savory3.jpeg	47	fMRI	2	savory	2	0	0	4	2	0.82	0
208	0.2	sub-002	1	F	toy	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
208.2	0.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
208.7	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
209.2	0.2	sub-002	1	F	toy	go2_savory3.jpeg	48	fMRI	2	savory	2	1	150	3	2	0.545	154
209.4	0.9	sub-002	1	F	toy	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
210.3	2.5	sub-002	1	F	toy	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
212.8	0.5	sub-002	1	F	toy	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
