onset	duration	sub	run_num	set	run_cond	stim_file_name	trial_num	type	block	img_cat	go_stim	signal	reqSSD	correct	response	response_time	trueSSD
37.6	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
38.1	0.5	sub-002	2	B	food	go2_savory5.jpeg	76	fMRI	1	savory	2	0	0	4	2	0.508	0
38.6	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
39.1	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
39.6	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.2	0.4	sub-002	2	B	food	go2_savory3.jpeg	77	fMRI	1	savory	2	0	0	4	2	0.449	0
40.6	0.6	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
41.2	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.7	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
44.2	0.6	sub-002	2	B	food	go1_savory6.jpeg	78	fMRI	1	savory	1	0	0	4	1	0.546	0
44.8	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.2	2.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.8	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.3	0.5	sub-002	2	B	food	go1_savory2.jpeg	79	fMRI	1	savory	1	0	0	4	1	0.524	0
48.8	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.3	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.8	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.4	0.5	sub-002	2	B	food	go1_savory2.jpeg	80	fMRI	1	savory	1	0	0	4	1	0.549	0
50.9	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
51.4	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
51.9	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.4	0.5	sub-002	2	B	food	go2_savory2.jpeg	81	fMRI	1	savory	2	0	0	4	2	0.52	0
52.9	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
53.4	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
53.9	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.5	0.6	sub-002	2	B	food	go2_savory5.jpeg	82	fMRI	1	savory	2	0	0	4	2	0.628	0
55.1	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.5	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
56	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
56.5	0.3	sub-002	2	B	food	go1_savory2.jpeg	83	fMRI	1	savory	1	1	300	3	1	0.481	304
56.8	0.7	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.5	4.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.1	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.6	0.5	sub-002	2	B	food	go1_savory6.jpeg	84	fMRI	1	savory	1	0	0	4	1	0.552	0
63.1	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.6	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.1	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.6	0.5	sub-002	2	B	food	go1_savory4.jpeg	85	fMRI	1	savory	1	0	0	4	1	0.47	0
65.1	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
65.6	2.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.2	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.7	0.3	sub-002	2	B	food	go1_savory6.jpeg	86	fMRI	1	savory	1	1	250	3	1	0.501	254
69	0.7	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.7	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.2	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.8	0	sub-002	2	B	food	go1_savory1.jpeg	87	fMRI	1	savory	1	0	0	4	1	0	0
70.8	1	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.8	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
72.3	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
72.8	0.4	sub-002	2	B	food	go2_savory5.jpeg	88	fMRI	1	savory	2	0	0	2	1	0.359	0
73.2	0.6	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.8	0.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.4	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.9	0.5	sub-002	2	B	food	go1_savory5.jpeg	89	fMRI	1	savory	1	0	0	4	1	0.552	0
75.4	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75.9	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
78.4	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
78.9	0.7	sub-002	2	B	food	go2_savory5.jpeg	90	fMRI	1	savory	2	0	0	4	2	0.692	0
79.6	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
80	4.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.5	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85	0.2	sub-002	2	B	food	go1_savory5.jpeg	91	fMRI	1	savory	1	1	200	4	0	n/a	204
85.2	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.5	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
87.1	0.5	sub-002	2	B	food	go1_savory3.jpeg	92	fMRI	1	savory	1	0	0	4	1	0.568	0
87.6	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.1	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.6	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
89.1	0.6	sub-002	2	B	food	go2_savory6.jpeg	93	fMRI	1	savory	2	0	0	2	1	0.58	0
89.7	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.1	4.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
94.7	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
95.2	0.2	sub-002	2	B	food	go2_savory1.jpeg	94	fMRI	1	savory	2	1	250	4	0	n/a	254
95.4	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.2	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.7	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
97.2	0.6	sub-002	2	B	food	go1_savory4.jpeg	95	fMRI	1	savory	1	0	0	4	1	0.558	0
97.8	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
98.3	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
100.8	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
101.3	0.6	sub-002	2	B	food	go1_savory1.jpeg	96	fMRI	1	savory	1	0	0	4	1	0.598	0
101.9	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
102.3	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
104.8	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
105.4	0.3	sub-002	2	B	food	go1_savory6.jpeg	97	fMRI	1	savory	1	1	300	4	0	n/a	304
105.7	0.7	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
106.4	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
106.9	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
107.4	1	sub-002	2	B	food	go2_savory2.jpeg	98	fMRI	1	savory	2	0	0	1	0	n/a	0
108.4	0.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.5	0.5	sub-002	2	B	food	go2_savory4.jpeg	99	fMRI	1	savory	2	0	0	4	2	0.492	0
110	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
110.5	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113.6	0.3	sub-002	2	B	food	go2_savory2.jpeg	100	fMRI	1	savory	2	1	350	3	2	0.529	354
113.9	0.7	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114.6	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.1	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.6	0.3	sub-002	2	B	food	go2_savory5.jpeg	101	fMRI	1	savory	2	1	300	3	2	0.691	304
115.9	0.7	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.6	2.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
119.2	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
119.7	0.6	sub-002	2	B	food	go1_savory1.jpeg	102	fMRI	1	savory	1	0	0	4	1	0.583	0
120.3	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
120.7	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.2	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.7	0.8	sub-002	2	B	food	go2_savory3.jpeg	103	fMRI	1	savory	2	0	0	4	2	0.762	0
122.5	0.2	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
122.7	0.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
123.3	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
123.8	0.7	sub-002	2	B	food	go2_savory4.jpeg	104	fMRI	1	savory	2	0	0	4	2	0.692	0
124.5	0.3	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
124.8	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
125.3	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
125.9	0.4	sub-002	2	B	food	go2_savory1.jpeg	105	fMRI	1	savory	2	0	0	4	2	0.429	0
126.3	0.6	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
126.9	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.4	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.9	0.5	sub-002	2	B	food	go2_savory6.jpeg	106	fMRI	1	savory	2	0	0	4	2	0.431	0
128.4	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
128.9	2.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
131.5	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
132	0.2	sub-002	2	B	food	go2_savory3.jpeg	107	fMRI	1	savory	2	1	250	3	2	0.435	253
132.2	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
135.5	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
136	0.3	sub-002	2	B	food	go2_savory4.jpeg	108	fMRI	1	savory	2	1	200	4	0	n/a	205
136.3	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
137.1	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
137.6	10	sub-002	2	B	food	fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
147.6	2.2	sub-002	2	B	food	c2_instruct	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
149.8	15.2	sub-002	2	B	food	setB_food2.mp4	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
165	10	sub-002	2	B	food	fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
175	2.1	sub-002	2	B	food	sst_instruct	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
177.1	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
177.6	0.2	sub-002	2	B	food	go2_sweet5.jpeg	109	fMRI	2	sweet	2	1	250	4	0	n/a	252
177.8	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
178.6	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
179.1	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
179.6	0.6	sub-002	2	B	food	go2_sweet1.jpeg	110	fMRI	2	sweet	2	0	0	4	2	0.512	0
180.2	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
180.7	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181.2	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181.7	0.8	sub-002	2	B	food	go1_sweet4.jpeg	111	fMRI	2	sweet	1	0	0	4	1	0.74	0
182.5	0.2	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
182.7	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
183.2	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
183.8	0.5	sub-002	2	B	food	go1_sweet4.jpeg	112	fMRI	2	sweet	1	0	0	4	1	0.518	0
184.3	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
184.8	4.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
189.3	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
189.8	0.3	sub-002	2	B	food	go1_sweet6.jpeg	113	fMRI	2	sweet	1	1	300	3	1	0.681	304
190.1	0.7	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
190.8	2.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
193.4	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
193.9	0.2	sub-002	2	B	food	go2_sweet2.jpeg	114	fMRI	2	sweet	2	1	250	3	1	0.524	253
194.1	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
194.9	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
195.4	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
195.9	0.5	sub-002	2	B	food	go2_sweet6.jpeg	115	fMRI	2	sweet	2	0	0	4	2	0.444	0
196.4	0.6	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
197	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
197.5	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
198	0.2	sub-002	2	B	food	go2_sweet4.jpeg	116	fMRI	2	sweet	2	1	200	4	0	n/a	203
198.2	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
199	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
199.5	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
200.1	0.6	sub-002	2	B	food	go1_sweet2.jpeg	117	fMRI	2	sweet	1	0	0	4	1	0.608	0
200.7	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
201.1	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
203.6	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
204.1	0.6	sub-002	2	B	food	go1_sweet3.jpeg	118	fMRI	2	sweet	1	0	0	4	1	0.526	0
204.7	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
205.1	0.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
205.7	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
206.2	0.5	sub-002	2	B	food	go1_sweet3.jpeg	119	fMRI	2	sweet	1	0	0	4	1	0.529	0
206.7	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
207.2	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
207.7	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
208.2	0.3	sub-002	2	B	food	go1_sweet1.jpeg	120	fMRI	2	sweet	1	1	250	4	0	n/a	254
208.5	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
209.3	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
211.8	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
212.3	0.6	sub-002	2	B	food	go2_sweet1.jpeg	121	fMRI	2	sweet	2	0	0	4	2	0.556	0
212.9	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
