onset	duration	sub	run_num	set	run_cond	stim_file_name	trial_num	type	block	img_cat	go_stim	signal	reqSSD	correct	response	response_time	trueSSD
213.3	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
215.8	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
216.4	0.5	sub-002	2	B	food	go2_sweet2.jpeg	122	fMRI	2	sweet	2	0	0	4	2	0.551	0
216.9	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
217.4	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
217.9	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
218.4	0.4	sub-002	2	B	food	go2_sweet5.jpeg	123	fMRI	2	sweet	2	0	0	4	2	0.397	0
218.8	0.6	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
219.4	0.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
220	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
220.5	0.4	sub-002	2	B	food	go2_sweet1.jpeg	124	fMRI	2	sweet	2	0	0	4	2	0.437	0
220.9	0.6	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
221.5	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
222	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
222.5	0.8	sub-002	2	B	food	go2_sweet1.jpeg	125	fMRI	2	sweet	2	0	0	4	2	0.728	0
223.3	0.3	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
223.6	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
226.1	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
226.6	0.5	sub-002	2	B	food	go2_sweet5.jpeg	126	fMRI	2	sweet	2	0	0	4	2	0.439	0
227.1	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
227.6	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
228.1	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
228.7	0.7	sub-002	2	B	food	go1_sweet5.jpeg	127	fMRI	2	sweet	1	0	0	4	1	0.684	0
229.4	0.3	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
229.7	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
232.2	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
232.7	0.5	sub-002	2	B	food	go1_sweet5.jpeg	128	fMRI	2	sweet	1	0	0	4	1	0.493	0
233.2	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
233.7	0.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
234.3	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
234.8	0.8	sub-002	2	B	food	go2_sweet2.jpeg	129	fMRI	2	sweet	2	0	0	4	2	0.811	0
235.6	0.2	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
235.8	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
236.3	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
236.8	0.3	sub-002	2	B	food	go2_sweet2.jpeg	130	fMRI	2	sweet	2	1	300	3	2	0.709	304
237.1	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
237.9	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
238.4	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
238.9	0.2	sub-002	2	B	food	go1_sweet6.jpeg	131	fMRI	2	sweet	1	0	0	2	2	0.149	0
239.1	0.8	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
239.9	4.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
244.4	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
245	0.2	sub-002	2	B	food	go2_sweet5.jpeg	132	fMRI	2	sweet	2	1	250	4	0	n/a	253
245.2	0.8	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
246	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
246.5	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
247	0.3	sub-002	2	B	food	go1_sweet3.jpeg	133	fMRI	2	sweet	1	1	300	4	0	n/a	304
247.3	0.7	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
248	4.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
252.6	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
253.1	0.7	sub-002	2	B	food	go2_sweet2.jpeg	134	fMRI	2	sweet	2	0	0	4	2	0.73	0
253.8	0.3	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
254.1	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
254.6	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
255.1	1.1	sub-002	2	B	food	go1_sweet6.jpeg	135	fMRI	2	sweet	1	0	0	1	0	n/a	0
256.2	2.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
258.7	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
259.2	1	sub-002	2	B	food	go1_sweet3.jpeg	136	fMRI	2	sweet	1	0	0	1	0	n/a	0
260.2	2.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
262.8	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
263.3	0.4	sub-002	2	B	food	go1_sweet6.jpeg	137	fMRI	2	sweet	1	1	350	3	1	0.494	380
263.7	0.6	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
264.3	0.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
264.9	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
265.4	0.9	sub-002	2	B	food	go1_sweet4.jpeg	138	fMRI	2	sweet	1	0	0	4	1	0.783	0
266.3	0.2	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
266.5	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
267	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
267.6	0.6	sub-002	2	B	food	go2_sweet3.jpeg	139	fMRI	2	sweet	2	0	0	4	2	0.605	0
268.2	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
268.6	4.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
273.2	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
273.7	0.6	sub-002	2	B	food	go1_sweet6.jpeg	140	fMRI	2	sweet	1	0	0	4	1	0.587	0
274.3	0.5	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
274.8	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
275.3	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
275.9	0.6	sub-002	2	B	food	go2_sweet6.jpeg	141	fMRI	2	sweet	2	0	0	4	2	0.607	0
276.5	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
276.9	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
277.4	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
278	0.9	sub-002	2	B	food	go1_sweet4.jpeg	142	fMRI	2	sweet	1	0	0	4	1	0.887	0
278.9	0.1	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
279	0.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
279.6	0.5	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
280.1	0.7	sub-002	2	B	food	go2_sweet2.jpeg	143	fMRI	2	sweet	2	0	0	4	2	0.647	0
280.8	0.4	sub-002	2	B	food	post_go_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
281.2	0.5	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
281.7	0.6	sub-002	2	B	food	sst_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
282.3	0.3	sub-002	2	B	food	go1_sweet1.jpeg	144	fMRI	2	sweet	1	1	300	3	1	0.408	329
282.6	0.7	sub-002	2	B	food	sst_signal	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
283.3	0.6	sub-002	2	B	food	jitter_fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
283.9	10	sub-002	2	B	food	fix	n/a	fMRI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
