global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69
1011.3704336707804	n/a	1022870.1541034224	n/a	1078.9864197494842	n/a	1164211.6940038102	n/a	951.3906670619716	n/a	905144.2013726232	n/a	970.1624651579878	673.6263029675831	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0421896	n/a	n/a	0.00177996234816	-0.0178365	n/a	0.00031814073225	n/a	-0.0190284	n/a	n/a	0.00036208000656	-0.00190071	n/a	n/a	3.6126985041e-06	-0.00213983	n/a	n/a	4.5788724289e-06	-0.000652526	n/a	4.257901806759999e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1008.1831847999186	-3.1872488708617084	1016433.334113307	10.158555364809237	1056.7062335836476	-22.28018616583654	1116628.0640945386	496.40669558433393	937.7614230478688	-13.629244014102824	879396.486556764	185.75629239595764	954.5404815840408	660.9790901900251	2.661989	59.777889	0.0605581	0.0352712	-0.0156985166	-0.1126922976	-0.0109969619	0.107750735	0.0014880805	-0.0986047945	0.0339029244	-0.0170662189	-0.0137236469	0.0487575573	-0.0284076756	0.0493236208	-0.0953113679	-0.0594352687	0.0197538519	-0.0592318441	0.0044780989	-0.1124585675	0.0103055393	-0.039387683	0.0258379675	-0.0168589301	-0.0093131367	0.0375966178	-0.1047686067	0.0216421869	-0.1071426291	0.0381621926	-0.090333163	0.0446992299	-0.0392369454	-0.0817080549	0.0028108604	0.0501747873	-0.0464930836	0.0303833849	-0.0464369418	0.019614031	-0.1554836188	0.0049648397	-0.049717349	0.0494209859	-0.0310963476	0.0069169526	-0.0858001186	0.038524011	-0.0180085606	0.0494006168	-0.0736056883	0.1240155873	-0.1954631422	0.1181536321	0.0580648906	-0.0498782094	0.1166357094	0.1166157323	0.1165824397	0.0	0.0341503	-0.0080393	6.463034448999999e-05	0.00116624299009	-0.0142197	0.0036168	0.00020219986809	1.3081242240000012e-05	0.01208	0.0311084	0.00096773255056	0.0001459264	-0.00190071	0.0	0.0	3.6126985041e-06	-0.00238983	-0.0002499999999999	6.249999999999989e-08	5.711287428899999e-06	-0.0007583979999999	-0.0001058719999999	5.751675264038483e-07	1.1208880383978838e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1007.406204677197	-0.7769801227216249	1014867.2612221146	0.6036981111045112	1054.2543369161672	-2.4518966674804688	1111452.2069065473	6.011797268001828	939.5242225187526	1.762799470883806	882705.7646994665	3.1074619745482264	955.9012707039778	671.1676082611084	1.509706	33.902119	0.0513607233	0.0258322	-0.0141904054	-0.1244990805	9.48493e-05	0.1336483602	-0.0591403301	0.0409580494	-0.070380518	-0.0329013962	-0.0256568256	0.048457523	-0.0661894912	0.0959699936	-0.0181950082	0.0774711369	0.006041468	0.0868056778	0.085590531	-0.0894579585	0.0762704751	-0.0513745558	-0.0737177421	-0.034284657	-0.0195721974	0.0313667104	-0.074834638	-0.1014852511	-0.1150276622	0.089593534	0.0510638857	0.0155041619	-0.0389865517	-0.0824294273	0.0041430333	0.0480362296	-0.0396842328	0.0213051171	-0.0621183075	0.0291397894	0.0170564683	-0.0953066339	0.004151343	0.1316579174	-0.0875181641	0.0356088238	-0.0141551465	-0.0353301637	-0.0812832449	0.054017077	0.0047024645	0.0923328746	-0.2406705992	0.1025195466	-0.0089096284	-0.0598052613	0.1165824397	0.1164027144	0.1161033775	0.0	0.0329069	-0.0012433999999999	1.5460435599999968e-06	0.00108286406761	-1.89267e-05	0.0142007733	3.5821997289e-10	0.0002016619623179	0.0181928	0.0061127999999999	3.7366323839999976e-05	0.0003309779718399	-0.00223543	-0.00033472	1.120374784000001e-07	4.9971472849e-06	-0.00213983	0.0002499999999999	6.249999999999989e-08	4.5788724289e-06	-0.0007470429999999	1.1355000000000002e-05	5.580732438488506e-07	1.2893602500000002e-10	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1006.0143421273	-1.3918625498970414	1012064.856565824	1.937281357805894	1048.300090634337	-5.954246281830137	1098933.0800239593	35.453048784688015	944.5512970203662	5.027074501613583	892177.152702856	25.271478044773456	959.744235326109	673.7694437165827	1.599126	35.910145	0.0427381133	0.0263512	0.0081040454	-0.1186880693	-0.002937291	-0.0432536316	0.0158044261	0.1427197599	0.0480757271	-0.0231583579	-0.0324278563	0.0153014342	-0.0843167745	0.1318503546	0.0763212	-0.0102050276	-0.0899204716	0.0746173626	0.1042173123	-0.1333857554	0.0522292274	0.0100676013	-0.0525632356	-0.0221441879	-0.0331597227	0.0362356648	0.1009028133	-0.0828411437	0.0342285895	0.1298527757	-0.026449894	0.0047859854	-0.0433627883	-0.0832941282	0.0065191822	0.0570191205	-0.0355618594	-0.0006416442	-0.0755695952	0.0087946087	0.1133451935	-0.0059914654	0.0015213281	-0.0357378655	-0.0319721172	-0.1071904608	0.0200621793	-0.0617889742	-0.114723101	0.1141524514	-0.0352747168	0.0730720163	-0.1913186208	0.1287236433	0.0295211115	-0.0962848366	0.1164759247	0.1159770678	0.1151472216	0.0	0.0344467	0.0015397999999999	2.3709840399999813e-06	0.0011865751408899	-0.0244482	-0.0244292733	0.0005977144832399	0.000596789393966	0.00972311	-0.0084696899999999	7.173564869609997e-05	9.45388680721e-05	-0.00216396	7.147000000000013e-05	5.107960900000018e-09	4.6827228816e-06	-0.00213983	0.0	0.0	4.5788724289e-06	-0.000652526	9.451699999990004e-05	4.257901806759999e-07	8.933463288981107e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1005.3521985818984	-0.6621435454015909	1010733.0431934568	0.4384340747169887	1048.6361052892798	0.3360146549428009	1099637.6813162696	0.1129058483363295	938.6076059123033	-5.943691108062922	880984.2378764256	35.32746398806624	954.8385094555184	679.6809145828773	1.547716	34.755672	0.03947719	0.022606	-0.0135684898	-0.1276925207	-0.0557767096	-0.1380134095	-0.0318750858	-0.0524182787	-0.0193580557	-0.0141705864	-0.0002790839	0.044924995	-0.0375301242	0.145222095	-0.0404901092	-0.1369306395	0.0018339746	0.01689273	0.1240185559	0.1071524219	0.0215368974	0.0680151635	0.0776946006	-0.0176114498	-0.0127421498	0.0604176787	0.1007627361	0.1431851154	-0.029911862	0.088748383	0.0067034835	-0.0294126144	-0.0458338547	-0.0939669337	-0.0010445369	0.061957018	-0.049350641	0.030206915	-0.0803271885	-0.0110249536	0.0222737787	-0.0034038538	-0.1268204423	-0.0973916454	0.1048966462	-0.0025233953	0.0269932557	0.0212372152	-0.0583265619	0.1602060997	0.057703906	0.0661813489	-0.1012476499	0.0771756885	0.0404747107	-0.0230718071	0.116316213	0.1153395698	0.113717901	0.0	0.0253584	-0.0090882999999999	8.259719688999995e-05	0.00064304845056	-0.0228165	0.0016316999999999	0.00052059267225	2.6624448899999997e-06	0.0222773	0.01255419	0.0001576076865561	0.00049627809529	-0.00248802	-0.00032406	1.0501488360000009e-07	6.1902435204e-06	-0.00213983	0.0	0.0	4.5788724289e-06	-0.000652526	0.0	4.257901806759999e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1004.085526494326	-1.266672087572374	1008187.744515388	1.604458177434956	1046.637823888127	-1.9982814011527807	1095450.7343932742	3.9931285581931206	930.9798439550036	-7.62776195729964	866723.4698504829	58.18275247722764	942.1183070886603	659.0857563713045	2.844453	63.87532	0.0612035999999999	0.0362434	-0.0881544311	-0.0933825215	0.0428957606	0.0603767146	-0.0121912722	-0.0930684562	0.0338227278	-0.0057408566	-0.01752128	0.0914714252	-0.0297649891	0.0456537875	-0.119485473	0.0461143666	0.02171042	0.025450391	0.0461539193	0.0794378007	-0.1693697137	0.0499479691	0.0842669715	-0.0023811547	-0.0264616236	0.0801622181	-0.085029575	0.009755074	-0.0977725244	0.0152369175	0.0381395482	-0.0524994918	-0.0475887076	-0.0900563433	-0.0096388549	0.0356937049	-0.0845301855	0.0700426548	-0.1027413554	0.0020770509	-0.0678749566	-0.1025870702	0.0741472018	0.0315213143	0.0641930302	0.0651244587	0.0420636717	0.1308973677	-0.0521433622	0.0783444105	0.0767861779	0.0368738048	-0.0603593605	0.0244556709	0.0572705672	0.0861515554	0.1161033775	0.1144913851	0.1118212892	0.0	0.0258635	0.0005051	2.551260100000014e-07	0.00066892063225	-0.0193374	0.0034790999999999	0.00037393503876	1.2104136809999993e-05	0.0522057	0.0299284	0.00089570912656	0.00272543511249	-0.00222796	0.0002600599999999	6.763120359999994e-08	4.963805761600001e-06	-0.00242559	-0.0002857599999999	8.165877759999997e-08	5.8834868481e-06	-0.000652526	0.0	4.257901806759999e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1003.8100218209672	-0.275504673358796	1007634.5599082106	0.0759028250425369	1051.800160709967	5.162336821839972	1106283.5780695125	26.649721462124823	931.6921773947732	0.7123334397696226	868050.3134186136	0.5074189294140226	945.8448308753134	662.2468515081881	2.157512	48.449314	0.0748355099999999	0.0375892	-0.0507956626	-0.113113064	0.0260341201	0.0724674403	-0.009516805	0.1180773952	0.0838564819	0.0126791621	-0.0125387188	0.0627123676	-0.0860268764	0.0661358066	-0.0318797032	-0.0094240044	-0.1237311204	0.047701503	-0.0523192759	0.0800300168	-0.0567498674	-0.0369702277	-0.0062798858	0.0142904358	0.0029840359	0.0628136971	-0.0183055526	-0.1435904747	-0.0590641884	0.1012640404	-0.1328502303	-0.0069937457	-0.0464446292	-0.0966593419	-0.0015682691	0.0764995849	-0.0676859994	0.0611013506	-0.0911233615	-0.0535551403	-0.0707754089	-0.0134462524	0.1722899509	-0.06453054	0.006309941	0.007922655	0.0711198954	-0.0138036827	-0.05864755	0.1159104551	-0.0443883402	-0.0464725452	-0.0677290048	-0.0221437567	0.0219960503	0.1929187368	0.1158375154	0.1134340629	0.1094651797	0.0	0.0272713	0.0014077999999999	1.981900839999992e-06	0.0007437238036899	0.00375391	0.02309131	1.40918402881e-05	0.0005332085975161	0.0413848	-0.0108209	0.00011709187681	0.00171270167104	-0.00266502	-0.0004370599999999	1.9102144360000002e-07	7.102331600400001e-06	-0.00277884	-0.0003532499999999	1.2478556249999989e-07	7.721951745599999e-06	-0.000652526	0.0	4.257901806759999e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1004.2720572317272	0.4620354107599951	1008562.3649364456	0.2134767207961574	1048.963748178512	-2.8364125314549256	1100324.944992713	8.04523604859454	934.5418790472676	2.849701652494332	873368.5236931976	8.120799508228925	949.2262313376348	670.5732447671708	1.492179	33.50853	0.0537102899999999	0.0278123	-0.0325982609	-0.1191095886	-0.0094012004	-0.034665453	0.0035736675	-0.0239958177	0.0386001319	0.0061595247	-0.0010944256	0.0785805477	-0.0371821554	0.1090658157	-0.0572077944	-0.0794639441	-0.0335186366	-0.0243889584	-0.1781759247	0.026897616	0.0399076204	-0.0182073109	0.1249672289	0.0098012006	0.0001531232	0.0775493664	0.0028186807	0.0455370267	-0.0700977862	0.1001763714	-0.092424246	0.0722386944	-0.0485028237	-0.096565258	0.0031089353	0.0867554759	-0.0513419326	0.0419412536	-0.076696122	-0.058662129	-0.109955052	0.0302437377	-0.0414481081	-0.0530805656	-0.0030057327	0.0190644374	0.0536080099	-0.1067754295	-0.0351410606	0.0566766608	-0.0063329215	-0.0125458215	0.011746126	0.0285464585	-0.0348879215	0.1862548436	0.1155187483	0.1121695347	0.1066592543	0.0	0.0443475	0.0170762	0.00029159660644	0.0019667007562499	0.0217726	0.01801869	0.0004740461107599	0.0003246731893161	0.0296809	-0.0117039	0.00013698127521	0.00088095582481	-0.00270966	-4.463999999999987e-05	1.9927295999999883e-09	7.3422573156e-06	-0.00268525	9.358999999999972e-05	8.759088099999951e-09	7.210567562500001e-06	-0.000652526	0.0	4.257901806759999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1004.3218502363492	0.0497930046219607	1008662.3788621638	0.0024793433092826	1046.097698988959	-2.866049189552996	1094320.395829995	8.214237956937383	932.74443891556	-1.7974401317076172	870012.1883279028	3.230791027073096	944.9814856416792	664.6420015795477	1.481851	33.276604	0.1018038999999999	0.0559224	-0.0542707686	-0.1218270996	0.0341209846	0.0600178964	-0.0413574623	-0.0367301832	0.0400201193	-0.0005650052	-0.0328593115	0.1100312418	-0.0391740071	0.125460326	-0.1371795701	0.1134768741	-0.0282880982	0.0352411417	-0.1864480555	0.0269768806	-0.0034480733	-0.025385371	0.1447524863	0.0067596453	-0.0363703019	0.1055111699	-0.0627816289	-0.009058417	-0.1283093782	0.1106431484	0.0626217594	0.1423924669	-0.0650056541	-0.1175393973	-0.0100363616	0.0938752676	-0.0411669989	0.062780393	-0.1229357424	-0.0593819828	-0.0224106667	-0.0630712639	-0.006352689	0.0699776416	-0.0620367918	0.086147778	0.0685503144	-0.0070226983	0.0283512561	-0.0125645502	0.0813495101	-0.0620747481	0.076868216	-0.110134706	-0.0391398079	0.1489983805	0.1151472216	0.1107001104	0.1034150432	0.0	0.0534247	0.0090772	8.239555984000001e-05	0.00285419857009	0.018718	-0.0030546	0.0003503635239999	9.330581160000009e-06	0.0549275	0.0252465999999999	0.0006373908115599	0.0030170302562499	-0.00355704	-0.00084738	7.180528644e-07	1.26525335616e-05	-0.00312638	-0.0004411299999999	1.9459567689999968e-07	9.774251904399998e-06	-0.000652526	0.0	4.257901806759999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1004.4782481306468	0.1563978942975836	1008976.5509676132	0.0244603013407181	1044.2611070830246	-1.8365919059344835	1090481.259766264	3.373069828944058	932.1125222190748	-0.6319166964851775	868833.7540776052	0.3993187112967399	945.2392766361152	670.4670129827156	0.995627	22.35791	0.0292705519999999	0.019458	-0.0539978778	-0.1131509714	-0.0019037107	-0.0465078215	-0.01711063	0.1509855947	0.0882357845	-0.0018420891	-0.0062624143	0.1156385116	-0.0385119898	0.1045515041	-0.0304469963	0.0407568106	-0.1222351438	0.0090894913	-0.1123445825	0.0950610627	-0.115154477	0.0024133306	0.0871412292	0.0038811136	-0.012728079	0.1221881298	0.0637668792	-0.0797271848	0.0211387976	0.1372146298	-0.0017432343	0.0724339332	-0.0607659389	-0.1039333328	-0.0067661437	0.0888538718	-0.0413393177	0.0287735545	-0.0950745656	-0.1127818561	0.126370681	-0.0724792464	0.0322148353	-0.0534153386	0.0039097781	-0.0141100633	0.1043377555	-0.0294088217	0.04148688	0.0155254797	-0.0374928634	-0.0824654811	0.1247413225	-0.0880720716	0.0427096844	0.0853543518	0.114723105	0.1090284739	0.0997458775	0.0	0.0466043	-0.0068203999999999	4.651785615999996e-05	0.00217196077849	0.000919448	-0.017798552	8.45384624704e-07	0.0003167884532967	0.0549069	-2.0599999999995625e-05	4.2435999999981964e-10	0.00301476766761	-0.00346442	9.261999999999986e-05	8.578464399999973e-09	1.20022059364e-05	-0.00312638	0.0	0.0	9.774251904399998e-06	-0.000652526	0.0	4.257901806759999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
