global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
856.8480680184989	n/a	734188.6116670341	n/a	772.4385115425541	n/a	596661.2541140765	n/a	808.1899077227326	n/a	653170.9269448791	n/a	807.3976975612338	784.2035021827595	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0192004	n/a	n/a	0.00036865536016	0.00255091	n/a	6.5071418281e-06	n/a	-0.0682019	n/a	n/a	0.00465149916361	-0.00329925	n/a	n/a	1.08850505625e-05	-0.00101962	n/a	n/a	1.0396249444e-06	3.25703e-05	n/a	1.06082444209e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1001.3318367722808	144.48376875378187	1002665.4473337496	20875.55943329632	1133.4329747613872	360.99446321883306	1284670.3082764477	130317.00247465342	920.3640391550908	112.1741314323582	847069.9645698735	12583.035762603971	952.7866336274576	963.593430223136	10.47529	199.164688	1.7173789249999996	0.83348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.126537	0.1073366	0.01152114569956	0.016011612369	-0.378865	-0.38141591	0.143538688225	0.1454780964011281	-0.613128	-0.5449261	0.29694445446121	0.375925944384	0.00652031	0.00981956	9.64237585936e-05	4.25144424961e-05	0.0019455	0.00296512	8.7919366144e-06	3.78497025e-06	-0.0008567559999999	-0.0008893262999999	7.340308435358287e-07	7.909012678715122e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965.962826767706	-35.36901000457476	933084.1826970571	1250.9668687037097	980.0947933556898	-153.33818140569736	960585.8039629324	23512.59787680655	903.4553586479758	-16.908680507115037	816231.5850697426	285.903476491692	921.1190376885922	925.1465195403702	3.352874	63.747555	0.3317572499999999	0.245089	-0.0165281059	-0.1459809016	0.0722233796	-0.0138206649	-0.0378985576	0.0949080603	-0.079766689	0.2247670205	-0.1470964319	-0.0070559672	0.0124896232	0.0066438135	-0.1163186354	0.081454453	-0.0006972936	0.1658681515	0.0887976038	-0.0446687529	-0.0073496877	-0.0144689163	0.010531597	-0.0072899286	0.1227961427	-0.1219863444	0.0699787042	-0.0345284192	0.1553644748	-0.0688500168	-0.0857820399	0.014735231	-0.0900790185	0.0052378858	-0.0303499665	0.0570707223	-0.0177037047	0.0779100606	0.1206079918	-0.0789841537	0.0177859525	-0.0291171849	0.1618228285	-0.0863500539	0.1325460844	-0.2638025631	0.148178451	-0.0214769937	0.0453798263	-0.0275872039	0.0181948912	0.120351414	-0.1931050889	0.1170343733	0.1170140524	0.1169801869	0.0	0.0	0.126757	0.0002199999999999	4.8399999999999117e-08	0.016067337049	-0.392136	-0.0132709999999999	0.1537706424959999	0.0001761194409999	-0.663631	-0.0505029999999999	0.0025505530089999	0.4404061041609999	0.00185931	-0.0046609999999999	2.1724920999999997e-05	3.4570336761e-06	0.00132653	-0.0006189699999999	3.831238608999999e-07	1.7596818409e-06	-0.000781461	7.52949999999e-05	6.10681294521e-07	5.669337024984941e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
963.4572364134394	-2.5055903542665874	928249.846397422	6.277983023393763	991.4082490933016	11.313455737611775	982890.316370246	127.9942807269008	903.9326626005628	0.4773039525870217	817094.258516143	0.2278190631551939	922.4857289071034	910.8103175620008	1.087297	20.672562	0.22464755	0.143349	-0.0053665196	-0.1003227039	0.0427569844	0.0068402404	-0.0338282896	0.117399631	0.071735909	0.1417863172	0.0872370261	-0.0288416383	0.0206849164	0.0108367804	-0.0692779275	0.0742219462	0.0200623606	0.0842675674	0.0637653606	0.0351935953	-0.0293515519	0.0020667722	0.0518254686	-0.0035909271	0.0878635823	-0.1106506404	0.0843724479	0.0244543676	0.0937766949	-0.041401736	-0.0850904559	-0.0041762601	-0.0306084046	0.0391307122	-0.0306190993	0.0970386522	0.0034667419	0.0823452079	0.0176761024	0.1051057081	0.0083338665	-0.0775580587	-0.0138397969	-0.1820089716	-0.0694357711	-0.2309090291	0.1051205627	0.0692278596	0.1261501375	-0.0285966451	-0.0322820393	-0.1437710328	-0.1205376935	0.1169801869	0.1167973693	0.116492885	0.0	0.0	0.121381	-0.005376	2.8901376000000063e-05	0.014733347161	-0.512668	-0.120532	0.262828478224	0.014527963024	-0.603144	0.0604869999999999	0.0036586771689999	0.363782684736	0.00112673	-0.00073258	5.366734564e-07	1.2695204929e-06	0.00132653	0.0	0.0	1.7596818409e-06	-0.00074899	3.2470999999999954e-05	5.609860201000001e-07	1.054365840999997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.4475686625004	-4.009667750939002	920539.6370123834	16.077435472920236	978.9353106036876	-12.472938489613966	958314.3423467384	155.57419456569357	902.5205850925576	-1.412077508005268	814543.4065158124	1.993962888614368	919.885743504206	902.4540996113044	1.112119	21.144499	0.1476499	0.0801603	-0.0152725469	-0.1065189163	0.0551946656	0.0268973515	-0.1211468851	-0.0017496091	-0.0815400576	0.0066598924	0.0157022311	-0.015795043	0.0074042348	0.0205042705	-0.0454622902	0.0391257419	0.0476100734	0.0812483948	0.0924058941	0.1205015162	-0.0145565225	-0.0088298962	0.0330034207	0.0143836601	0.1160543242	0.0772291217	0.0910693281	-0.0596448931	0.1143648351	-0.0593947858	-0.0784465383	-0.0111173048	-0.0458080761	0.0263467443	-0.0543082919	0.1521326628	0.0100162771	0.054521875	-0.008834789	0.123749135	0.1194440798	0.0146686346	0.1025755153	-0.0677169866	-0.116327224	-0.0920016114	0.0274461332	0.0162535684	0.050993392	0.0915217583	-0.0378938228	0.0607241635	-0.1372283743	0.116871839	0.1163644044	0.1155203113	0.0	0.0	0.125099	0.0037179999999999	1.382352399999989e-05	0.0156497598009999	-0.453839	0.058829	0.205969837921	0.003460851241	-0.581908	0.021236	0.000450967696	0.338616920464	0.0019106	0.0007838699999999	6.144521768999998e-07	3.65039236e-06	0.000884868	-0.000441662	1.95065322244e-07	7.82991377424e-07	-0.000800796	-5.180599999999994e-05	6.41274233616e-07	2.683861635999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
961.0913920547928	1.6438233922923473	923696.6638818192	2.70215534504752	980.1455272458634	1.2102166421757374	960685.2545800715	1.464624320999117	901.851941997502	-0.668643095055586	813336.9252846657	0.4470835885655133	919.5961704889586	897.825336251679	1.023591	19.461346	0.1710998	0.0873621	-0.004436479	-0.0711553549	0.0165628999	0.0042367296	0.0494407938	-0.1380274473	0.0433232253	-0.0453624577	0.0939263242	-0.0082758702	-0.0028797978	0.0063429456	-0.0420082658	0.0358596937	0.0682107948	-0.0963730239	0.0369196838	0.0529262051	-0.0096430142	-0.004507342	0.0166672277	-0.0006269881	0.0500303627	0.0222321113	-0.0332407796	-0.1173502336	-0.0444365969	-0.0378289511	-0.0607699342	-0.0086796946	0.016677058	0.0353140864	-0.0065424974	0.1485837503	0.0423148471	0.0398903384	-0.0883235764	0.014487994	0.0478842183	0.0899906745	0.0636506002	-0.0618199059	-0.0324907908	-0.0437132924	0.0054332268	-0.1331628231	0.0513129722	-0.0594529073	0.0487909805	-0.089611023	-0.0024517142	0.11670938	0.1157159594	0.1140665172	0.0	0.0	0.125485	0.000386	1.489960000000195e-07	0.015746485225	-0.488362	-0.034523	0.238497443044	0.001191837529	-0.521944	0.059964	0.003595681296	0.272425539136	0.00105247	-0.0008581299999999	7.363870968999999e-07	1.1076931009e-06	0.000658416	-0.000226452	5.1280508304000015e-08	4.33511629056e-07	-0.00124075	-0.000439954	1.5394605625000005e-06	1.9355952211600008e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.5308345849444	-0.5605574698483906	922619.4841884498	0.3142246770028293	969.9555771065958	-10.18995013926758	940813.8215601894	103.83508384075938	900.3814739824153	-1.470468015086681	810686.7986907468	2.1622761833929625	917.176250264008	897.2374425537284	0.951854	18.097422	0.088174721	0.0569251	0.0014309856	-0.0421764063	0.040034027	-0.0378361205	0.0801531755	0.1387819441	-0.015963187	-0.0103780046	-0.0004313789	0.0155075709	0.0018506051	0.0081409563	-0.0253953423	0.0234116391	0.095553908	-0.0805057143	-0.0316055525	0.0293565047	0.0170556253	0.0050507118	-0.0059678489	-0.0126023269	-0.014382554	-0.1327507472	-0.0781103054	-0.0103976656	-0.051373725	-0.0206249364	-0.0433613537	-0.0110905051	0.0381301892	0.0169402841	-0.0184503454	0.1034430038	0.0507619824	0.0107533077	-0.0251080969	0.0895004798	0.0482833428	-0.0149073277	-0.0242882996	-0.0882399069	0.0879636313	0.0086149783	-0.0719117796	-0.0104271541	0.0391764724	-0.0206963625	-0.0336285116	-0.048963109	-0.0043373803	0.116492885	0.114853235	0.1121375586	0.0	0.0	0.110362	-0.015123	0.000228705129	0.012179771044	-0.483703	0.004659	0.233968592209	2.1706281000000224e-05	-0.510824	0.01112	0.0001236544	0.2609411589759999	-4.35842e-06	-0.00105682842	1.1168863093196963e-06	1.8995824896400003e-11	0.00059068	-6.773599999999999e-05	4.588165695999999e-09	3.489028624e-07	-0.00126164	-2.088999999999997e-05	1.5917354896000005e-06	4.3639209999999874e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
961.9881160778132	1.4572814928687876	925421.1354749402	2.123669349457882	976.3385792858196	6.3830021792238085	953237.0214018526	40.74271681997589	900.6523113639987	0.2708373815834193	811174.5859653133	0.0733528872629626	918.2657668042352	900.1515037328347	0.886625	16.857225	0.0993372789999999	0.0512226	0.0104481284	-0.0302604105	-0.0044087826	0.0023709774	-0.1445357659	0.0552790091	0.0556057875	-0.0842165004	0.0578531005	0.0085244578	0.0169746175	0.0136192184	-0.0068239753	0.0117944373	0.0611230172	-0.1443841558	-0.0794010494	-0.0472893584	0.0107014905	0.0001355777	0.0533156142	0.0200421334	0.0341661558	0.0700417923	0.0171332207	0.0374803837	-0.0679289452	-0.0084604243	-0.0449478397	-0.0015660721	0.0501286324	0.024103628	0.0129158434	0.0856039093	0.0121218755	0.025565433	0.0223181808	0.0818875499	0.0407575156	-0.0054630417	0.0360328573	-0.0409075896	-0.0349499089	0.0573978599	-0.0448515028	0.1350374606	0.0307586173	0.0348983056	-0.0210428517	-0.0253848161	-0.0883626649	0.1162224543	0.1137778289	0.1097414711	0.0	0.0	0.110087	-0.0002749999999999	7.562499999999861e-08	0.012119147569	-0.466814	0.0168889999999999	0.217915310596	0.0002852383209999	-0.499713	0.0111109999999999	0.0001234543209999	0.249713082369	-0.000868363	-0.00086400458	7.465039142609763e-07	7.540542997690001e-07	0.000884869	0.000294189	8.654716772100004e-08	7.829931471610001e-07	-0.000998588	0.000263052	9.971779937439995e-07	6.91963547040001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
962.3000788743276	0.3119627965144218	926021.4418015372	0.0973207864090985	980.0928712760876	3.7542919902680296	960582.0363262056	14.094708348190682	900.6097775932883	-0.0425337707104063	811097.9714966322	0.0018091216508454	917.6390666701244	898.4923606814095	0.894451	17.006018	0.0769982	0.051777	0.0034179911	-0.0132033799	-0.037357415	0.0204337207	-0.0671168373	-0.1366815774	0.0092356658	-0.0760133881	0.0715008452	0.0074871134	0.0226250149	0.0208962759	0.0292309028	0.0004698936	0.04387582	-0.1381476016	-0.1193102579	-0.046713063	0.0118601898	-0.0186679099	0.0184522402	0.0326339764	0.0108321032	0.1568464631	-0.0345497493	-0.0663324166	-0.1346583466	-0.0116150372	-0.027455204	-0.0058796199	0.0560201936	-0.0060661478	-0.0064730145	0.0625895572	0.0198264661	-0.0135708476	0.0389628268	0.0387956597	0.0392233435	0.0084711342	0.1158394132	0.0533208426	-0.0590367184	0.0940903727	-0.0409181963	-0.0524398821	-0.0418107854	0.0783603398	-0.0142203641	0.0784697279	-0.1149068624	0.115898213	0.1124917325	0.1068882358	0.0	0.0	0.110075	-1.1999999999998123e-05	1.4399999999995496e-10	0.012116505625	-0.418727	0.0480869999999999	0.175332300529	0.0023123595689999	-0.498913	0.0008	6.400000000000366e-07	0.248914181569	-0.000990616	-0.0001222529999999	1.4945796008999975e-08	9.813200594559998e-07	0.000499954	-0.000384915	1.48159557225e-07	2.4995400211600005e-07	-0.000943772	5.481599999999996e-05	8.907055879839999e-07	3.0047938559999954e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965.8797538238274	3.579674949499804	932923.6988467774	12.814072744076425	973.4346363859356	-6.658234890152016	947574.9913158189	44.33209185243764	902.6500273204986	2.0402497272102664	814777.0718216968	4.162618949381566	918.7853166214564	904.6165343536728	0.849082	16.14344	0.1045580499999999	0.0584339	0.0133759023	0.0090633319	-0.050262732	-0.0040751526	0.1054389059	-0.0761370599	0.0229638872	-0.1220558713	-0.0198941939	-0.0089808356	0.0193717499	-0.002095701	-0.0207004182	-0.0353523188	0.0150934868	-0.1040916035	-0.0393726855	-0.0777964535	-0.008890612	-0.0073972723	0.010173857	-0.0015081414	-0.054777115	-0.0122698082	-0.1098365346	-0.0548179225	-0.0858482428	0.006024487	-0.0093551005	0.0036965135	0.0838653049	-0.0049376152	0.0187632878	0.0513162214	0.0036651672	-0.0052328433	0.0151067652	-0.0831141761	-0.0460296272	0.0491255161	0.0913874754	0.022815439	0.0567944316	0.0769619168	-0.0175761535	-0.1237287485	-0.0213427426	-0.0913534143	-0.0238761352	-0.0418302505	-0.0010628637	0.1155203113	0.1109973273	0.1035897386	0.0	0.0	0.11017	9.499999999999786e-05	9.024999999999594e-09	0.0121374289	-0.432683	-0.0139559999999999	0.187214578489	0.0001947699359999	-0.466702	0.0322109999999999	0.0010375485209999	0.217810756804	-0.0018399	-0.000849284	7.212833126560001e-07	3.38523201e-06	0.000245905	-0.000254049	6.454089440100003e-08	6.0469269025e-08	-0.00100636	-6.258800000000003e-05	1.0127604496e-06	3.917257744000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
